"id","parcelid","airconditioningtypeid","architecturalstyletypeid","basementsqft","bathroomcnt","bedroomcnt","buildingclasstypeid","buildingqualitytypeid","calculatedbathnbr","decktypeid","finishedfloor1squarefeet","calculatedfinishedsquarefeet","finishedsquarefeet12","finishedsquarefeet13","finishedsquarefeet15","finishedsquarefeet50","finishedsquarefeet6","fips","fireplacecnt","fullbathcnt","garagecarcnt","garagetotalsqft","hashottuborspa","heatingorsystemtypeid","latitude","longitude","lotsizesquarefeet","poolcnt","poolsizesum","pooltypeid10","pooltypeid2","pooltypeid7","propertycountylandusecode","propertylandusetypeid","propertyzoningdesc","rawcensustractandblock","regionidcity","regionidcounty","regionidneighborhood","regionidzip","roomcnt","storytypeid","threequarterbathnbr","typeconstructiontypeid","unitcnt","yardbuildingsqft17","yardbuildingsqft26","yearbuilt","numberofstories","fireplaceflag","structuretaxvaluedollarcnt","taxvaluedollarcnt","assessmentyear","landtaxvaluedollarcnt","taxamount","taxdelinquencyflag","taxdelinquencyyear","censustractandblock"
551,17109927,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1618,1618,1618,NULL,NULL,1618,NULL,6111,1,2,2,441,NULL,NULL,34259682,-119191842,6043,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110015.063006006,34543,2061,116692,97083,6,NULL,NULL,NULL,NULL,NULL,NULL,1966,1,NULL,179000,510000,2016,331000,5359.56,NULL,NULL,61110015063006
552,17110080,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1156,1388,1388,NULL,NULL,1156,NULL,6111,1,2,2,460,NULL,NULL,34259438,-119188044,6334,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110015.06201,34543,2061,NULL,97083,6,NULL,NULL,NULL,NULL,286,NULL,1973,1,NULL,76673,90085,2016,13412,988.46,NULL,NULL,61110015062010
553,17110449,NULL,NULL,NULL,1.5,3,NULL,NULL,1.5,NULL,482,1182,1182,NULL,NULL,482,NULL,6111,NULL,1,1,0,NULL,NULL,34263919,-119194216,1527,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110015.061,34543,2061,NULL,97083,5,NULL,1,NULL,NULL,NULL,NULL,1976,2,NULL,76895,105183,2016,28288,1105.96,NULL,NULL,61110015061000
554,17110572,NULL,NULL,NULL,1.5,3,NULL,NULL,1.5,NULL,499,1224,1224,NULL,NULL,499,NULL,6111,NULL,1,1,0,NULL,NULL,34262439,-119192525,1545,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110015.061,34543,2061,116692,97083,5,NULL,1,NULL,NULL,NULL,NULL,1976,2,NULL,105061,210122,2016,105061,2274.08,NULL,NULL,61110015061000
555,17110887,NULL,NULL,NULL,2.5,4,NULL,NULL,2.5,NULL,933,1858,1858,NULL,NULL,933,NULL,6111,1,2,2,690,NULL,NULL,34256165,-119189369,6420,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110015.063011,34543,2061,NULL,97083,7,NULL,1,NULL,NULL,420,NULL,1980,2,NULL,149527,227062,2016,77535,2487.52,NULL,NULL,61110015063011
556,17113479,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1430,1430,1430,NULL,NULL,1430,NULL,6111,1,2,1,390,NULL,NULL,34268942,-119175585,6600,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110014.023011,34543,2061,NULL,97084,6,NULL,NULL,NULL,NULL,NULL,NULL,1964,1,NULL,44479,58929,2016,14450,739.5,NULL,NULL,61110014023011
557,17114039,NULL,NULL,NULL,2,2,NULL,NULL,2,NULL,1047,1047,1047,NULL,NULL,1047,NULL,6111,1,2,2,481,NULL,NULL,34254579,-119202962,6000,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110015.072024,34543,2061,NULL,97083,4,NULL,NULL,NULL,NULL,516,NULL,1985,1,NULL,143015,238354,2016,95339,2530.36,NULL,NULL,61110015072024
558,17114162,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1272,1272,1272,NULL,NULL,1272,NULL,6111,1,2,2,441,NULL,NULL,34257288,-119196044,8784,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110015.063003,34543,2061,NULL,97083,5,NULL,NULL,NULL,NULL,240,NULL,1958,1,NULL,140500,401500,2016,261000,4708.12,NULL,NULL,61110015063003
559,17114793,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1284,1284,1284,NULL,NULL,1284,NULL,6111,1,2,2,440,NULL,NULL,34261743,-119208051,6200,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110015.032003,34543,2061,NULL,97083,5,NULL,NULL,NULL,NULL,NULL,NULL,1963,1,NULL,149000,426000,2016,277000,4558.62,NULL,NULL,61110015032003
560,17115116,NULL,NULL,NULL,2.5,5,NULL,NULL,2.5,NULL,754,1768,1768,NULL,NULL,754,NULL,6111,1,2,2,546,NULL,NULL,34259451,-119202495,6210,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110015.072001,34543,2061,NULL,97083,8,NULL,1,NULL,NULL,NULL,NULL,1965,2,NULL,66904,85993,2016,19089,943.52,NULL,NULL,61110015072001
561,17115392,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1057,1057,1057,NULL,NULL,1057,NULL,6111,NULL,2,2,0,NULL,NULL,34263041,-119197898,2178,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110015.061005004,34543,2061,NULL,97083,5,NULL,NULL,NULL,NULL,120,NULL,1978,1,NULL,115155,153517,2016,38362,1690.54,NULL,NULL,61110015061005
562,17115515,NULL,NULL,NULL,2.5,3,NULL,NULL,2.5,NULL,620,1333,1333,NULL,NULL,620,NULL,6111,NULL,2,2,0,NULL,NULL,34261519,-119197562,2178,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110015.06101701,34543,2061,116692,97083,5,NULL,1,NULL,NULL,NULL,NULL,1978,2,NULL,197463,329102,2016,131639,3524.4,NULL,NULL,61110015061017
563,17115684,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1449,1449,1449,NULL,NULL,1449,NULL,6111,1,2,2,453,NULL,NULL,34263757,-119209161,3682,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110015.032005005,34543,2061,NULL,97083,6,NULL,NULL,NULL,NULL,NULL,NULL,1976,1,NULL,164505,274169,2016,109664,2883.56,NULL,NULL,61110015032005
564,17116687,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1135,1135,1135,NULL,NULL,1135,NULL,6111,NULL,2,1,0,NULL,NULL,34262138,-119217562,NULL,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110015.023003004,34543,2061,NULL,97083,5,NULL,NULL,NULL,NULL,NULL,NULL,1974,1,NULL,50397,100794,2016,50397,1132.72,NULL,NULL,61110015023003
565,17116787,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1135,1135,1135,NULL,NULL,1135,NULL,6111,NULL,2,1,0,NULL,NULL,34261168,-119216673,NULL,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110015.023003004,34543,2061,761210,97083,5,NULL,NULL,NULL,NULL,84,NULL,1974,1,NULL,55702,111404,2016,55702,1243.22,"Y",9,61110015023003
566,17117469,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1248,1733,1733,NULL,NULL,1248,NULL,6111,1,2,2,504,NULL,NULL,34225441,-119193245,6309,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110030.112002,13150,2061,NULL,97107,8,NULL,NULL,NULL,NULL,400,NULL,1961,1,NULL,129752,190387,2016,60635,2214.3,NULL,NULL,61110030112002
567,17117960,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1278,1278,1278,NULL,NULL,1278,NULL,6111,1,2,2,460,NULL,NULL,34224679,-119185905,7404,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110030.111011,13150,2061,135143,97107,6,NULL,NULL,NULL,NULL,328,NULL,1974,1,NULL,109713,146259,2016,36546,1699.62,NULL,NULL,61110030111011
568,17118074,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1431,1431,1431,NULL,NULL,1431,NULL,6111,1,2,2,0,NULL,NULL,34227471,-119184914,4791,NULL,NULL,NULL,NULL,NULL,1128,265,NULL,61110030.101004004,13150,2061,NULL,97107,6,NULL,NULL,NULL,NULL,110,NULL,1975,1,NULL,190854,318087,2016,127233,3570.98,NULL,NULL,61110030101004
569,17118374,NULL,NULL,NULL,2.5,4,NULL,NULL,2.5,NULL,965,2032,2032,NULL,NULL,965,NULL,6111,1,2,2,489,NULL,NULL,34228579,-119190256,6534,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110030.111004,13150,2061,NULL,97107,7,NULL,1,NULL,NULL,NULL,NULL,1978,2,NULL,137667,176286,2016,38619,1972.52,NULL,NULL,61110030111004
570,17118666,NULL,NULL,NULL,3,5,NULL,NULL,3,NULL,1454,2723,2723,NULL,NULL,1454,NULL,6111,2,3,2,636,NULL,NULL,34233843,-119184921,6760,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110030.13201,13150,2061,NULL,97107,9,NULL,NULL,NULL,NULL,NULL,NULL,1989,2,NULL,341271,568781,2016,227510,6513.4,NULL,NULL,61110030132010
571,17118689,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,2055,2055,2055,NULL,NULL,2055,NULL,6111,2,2,2,490,NULL,NULL,34234911,-119184371,6747,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110030.132003,13150,2061,NULL,97107,8,NULL,NULL,NULL,NULL,NULL,NULL,1991,1,NULL,233022,388367,2016,155345,4463.72,NULL,NULL,61110030132003
572,17118812,NULL,NULL,NULL,2,2,NULL,NULL,2,NULL,1362,1362,1362,NULL,NULL,1362,NULL,6111,1,2,2,0,NULL,NULL,34221375,-119178578,NULL,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110030.101008,13150,2061,NULL,97107,4,NULL,NULL,NULL,NULL,NULL,NULL,1990,1,NULL,114489,228978,2016,114489,2639.1,NULL,NULL,61110030101008
573,17118881,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,902,1849,1849,NULL,NULL,902,NULL,6111,1,2,2,432,NULL,NULL,34230394,-119191522,4000,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110030.131011,13150,2061,NULL,97107,7,NULL,NULL,NULL,NULL,NULL,NULL,1999,2,NULL,179446,319522,2016,140076,3698.32,NULL,NULL,61110030131011
574,17119334,NULL,NULL,NULL,3,5,NULL,NULL,3,NULL,1630,3088,3088,NULL,NULL,1630,NULL,6111,2,3,2,622,NULL,NULL,34229702,-119187831,9960,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110030.131018996,13150,2061,NULL,97107,9,NULL,NULL,NULL,NULL,NULL,NULL,1998,2,NULL,240670,401112,2016,160442,4717.84,NULL,NULL,61110030131019
575,17119357,NULL,NULL,NULL,3,5,NULL,NULL,3,NULL,1261,2384,2384,NULL,NULL,1261,NULL,6111,1,3,2,613,NULL,NULL,34234521,-119187105,10996,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110030.131001,13150,2061,NULL,97107,9,NULL,NULL,NULL,NULL,NULL,NULL,1996,2,NULL,210478,350792,2016,140314,4055.44,NULL,NULL,61110030131001
576,17119503,NULL,NULL,NULL,2.5,4,NULL,NULL,2.5,NULL,1721,1721,1721,NULL,NULL,1721,NULL,6111,1,2,2,451,NULL,NULL,34223171,-119183420,7452,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110030.10100699,13150,2061,NULL,97107,8,NULL,1,NULL,NULL,NULL,NULL,1987,1,NULL,252046,420076,2016,168030,4823.06,NULL,NULL,61110030101007
577,17119701,NULL,NULL,NULL,1,3,NULL,NULL,1,NULL,1216,1216,1216,NULL,NULL,1216,NULL,6111,1,1,1,200,NULL,NULL,34226665,-119172035,7200,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110031.001004,13150,2061,NULL,97107,6,NULL,NULL,NULL,NULL,NULL,NULL,1952,1,NULL,111000,369000,2016,258000,4215.88,NULL,NULL,61110031001004
578,17119747,NULL,NULL,NULL,1.5,3,NULL,NULL,1.5,NULL,1348,1348,1348,NULL,NULL,1348,NULL,6111,1,1,1,240,NULL,NULL,34225609,-119174151,6420,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110031.001005,13150,2061,NULL,97107,6,NULL,1,NULL,NULL,NULL,NULL,1955,1,NULL,29968,46490,2016,16522,483.48,NULL,NULL,61110031001005
579,17119993,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1166,1166,1166,NULL,NULL,1166,NULL,6111,1,2,2,438,NULL,NULL,34220183,-119164128,6016,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110031.001039,13150,2061,NULL,97107,6,NULL,NULL,NULL,NULL,285,NULL,1962,1,NULL,127323,254646,2016,127323,2939.22,NULL,NULL,61110031001039
580,17120193,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1308,1308,1308,NULL,NULL,1308,NULL,6111,1,2,2,435,NULL,NULL,34223133,-119162181,6016,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110031.001027,13150,2061,NULL,97107,6,NULL,NULL,NULL,NULL,189,NULL,1962,1,NULL,44643,58055,2016,13412,628.6,NULL,NULL,61110031001027
581,17120316,NULL,NULL,NULL,4,4,NULL,NULL,4,NULL,1101,1597,1597,NULL,NULL,1101,NULL,6111,1,4,2,456,NULL,NULL,34227083,-119166746,9352,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110031.001024,13150,2061,NULL,97107,7,NULL,NULL,NULL,NULL,255,NULL,1973,1,NULL,87735,104283,2016,16548,1165.92,NULL,NULL,61110031001024
582,17121025,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1110,1430,1430,NULL,NULL,1110,NULL,6111,NULL,2,1,380,NULL,NULL,34241722,-119157268,6777,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110050.031002,13150,2061,NULL,97107,7,NULL,NULL,NULL,NULL,NULL,NULL,1955,1,NULL,87527,134648,2016,47121,2220.62,NULL,NULL,61110050031002
583,17121171,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1178,1178,1178,NULL,NULL,1178,NULL,6111,1,2,2,400,NULL,NULL,34239155,-119154081,6300,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110050.031012,13150,2061,NULL,97107,6,NULL,NULL,NULL,NULL,NULL,NULL,1956,1,NULL,187916,313192,2016,125276,4201.26,NULL,NULL,61110050031012
584,17122226,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,3488,NULL,NULL,3488,NULL,NULL,6111,NULL,NULL,NULL,NULL,NULL,NULL,34230021,-119166311,35000,NULL,NULL,NULL,NULL,NULL,1333,247,NULL,61110050.032016,13150,2061,NULL,97107,0,NULL,NULL,NULL,3,NULL,NULL,1955,NULL,NULL,200000,600000,2016,400000,9212.14,NULL,NULL,61110050032016
585,17122643,NULL,NULL,NULL,1,1,NULL,NULL,1,NULL,632,632,NULL,NULL,632,632,NULL,6111,NULL,1,NULL,NULL,NULL,NULL,34227135,-119133918,41759,NULL,NULL,NULL,NULL,NULL,1222,246,NULL,61110050.021001,13150,2061,762926,97107,3,NULL,NULL,NULL,2,NULL,NULL,1988,1,NULL,520033,543419,2016,23386,7264.84,NULL,NULL,61110050021001
586,17123393,NULL,NULL,NULL,2.5,5,NULL,NULL,2.5,NULL,1464,2224,2224,NULL,NULL,1464,NULL,6111,1,2,2,437,NULL,NULL,34239854,-119049704,7380,1,324,NULL,NULL,1,1111,261,NULL,61110052.032010995,51239,2061,NULL,97089,9,NULL,1,NULL,NULL,200,NULL,1970,2,NULL,213197,609144,2016,395947,6487.6,NULL,NULL,61110052032011
587,17123692,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1284,1284,1284,NULL,NULL,1284,NULL,6111,1,2,2,440,NULL,NULL,34244160,-119041989,20000,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110052.03100699,51239,2061,NULL,97089,5,NULL,NULL,NULL,NULL,NULL,170,1954,1,NULL,173160,514070,2016,340910,5553.08,NULL,NULL,61110052031007
588,17123876,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1960,1960,1960,NULL,NULL,1960,NULL,6111,1,2,2,462,NULL,NULL,34241335,-119033177,7000,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110052.03300501,51239,2061,NULL,97089,7,NULL,NULL,NULL,NULL,NULL,NULL,1973,1,NULL,65190,85871,2016,20681,924.98,NULL,NULL,61110052033005
589,17124022,NULL,NULL,NULL,3,4,NULL,NULL,3,NULL,1365,2600,2600,NULL,NULL,1365,NULL,6111,2,3,2,596,NULL,NULL,34242380,-119033922,9887,1,610,NULL,NULL,1,1111,261,NULL,61110052.033001,51239,2061,NULL,97089,8,NULL,NULL,NULL,NULL,NULL,NULL,1976,2,NULL,396396,660656,2016,264260,7040.58,NULL,NULL,61110052033001
590,17124114,NULL,NULL,NULL,3,5,NULL,NULL,3,66,1642,2971,2971,NULL,NULL,1642,NULL,6111,1,3,2,438,NULL,NULL,34241990,-119038868,8273,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110052.031009994,51239,2061,NULL,97089,10,NULL,NULL,NULL,NULL,220,NULL,1978,2,NULL,362000,603333,2016,241333,6429.44,NULL,NULL,61110052031010
591,17124214,NULL,NULL,NULL,3,4,NULL,NULL,3,NULL,1365,2600,2600,NULL,NULL,1365,NULL,6111,2,3,2,596,NULL,NULL,34243663,-119034397,9345,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110052.031021,51239,2061,NULL,97089,8,NULL,NULL,NULL,NULL,110,NULL,1978,2,NULL,162827,215485,2016,52658,2309.66,NULL,NULL,61110052031021
592,17124337,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1999,1999,1999,NULL,NULL,1999,NULL,6111,1,2,2,469,NULL,NULL,34237855,-119038455,8848,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110052.031015,51239,2061,NULL,97089,7,NULL,NULL,NULL,NULL,NULL,NULL,1981,1,NULL,156719,241573,2016,84854,2586.84,NULL,NULL,61110052031015
593,17124437,NULL,NULL,NULL,2.5,4,NULL,NULL,2.5,NULL,871,1928,1928,NULL,NULL,871,NULL,6111,1,2,2,0,NULL,NULL,34231774,-119089962,NULL,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110052.052014,51239,2061,NULL,97089,8,NULL,1,NULL,NULL,296,NULL,1997,2,NULL,197705,248427,2016,50722,3809.22,NULL,NULL,61110052052014
594,17124911,NULL,NULL,NULL,4.5,5,NULL,NULL,4.5,NULL,3135,5265,5265,NULL,NULL,6390,NULL,6111,3,4,3,849,NULL,NULL,34232113,-119098828,55321,1,840,NULL,NULL,1,1110,261,NULL,61110052.052018,51239,2061,NULL,97089,10,NULL,1,NULL,NULL,120,NULL,1998,2,NULL,748244,1485768,2016,737524,17893.08,NULL,NULL,61110052052018
595,17125561,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,2104,2104,2104,NULL,NULL,2104,NULL,6111,1,2,2,420,NULL,NULL,34241552,-119030770,9880,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110052.033006005,51239,2061,NULL,97089,6,NULL,NULL,NULL,NULL,270,NULL,1964,1,NULL,256238,512476,2016,256238,5535.24,NULL,NULL,61110052033006
596,17125691,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1792,2404,2404,NULL,NULL,1792,NULL,6111,1,2,2,552,NULL,NULL,34246139,-119027708,17940,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110052.022003,51239,2061,NULL,97089,7,NULL,NULL,NULL,NULL,NULL,NULL,1961,1,NULL,206880,275824,2016,68944,2946.64,NULL,NULL,61110052022003
597,17125829,NULL,NULL,NULL,2.5,4,NULL,NULL,2.5,66,1303,2882,2882,NULL,NULL,1303,NULL,6111,1,2,2,473,NULL,NULL,34240014,-119024793,10000,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110052.022034,51239,2061,NULL,97089,8,NULL,1,NULL,NULL,NULL,NULL,1980,2,NULL,225456,294024,2016,68568,3218.76,NULL,NULL,61110052022034
598,17126075,NULL,NULL,NULL,2,2,NULL,NULL,2,NULL,945,945,945,NULL,NULL,945,NULL,6111,1,2,2,0,NULL,NULL,34245900,-119024000,NULL,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110052.02202,51239,2061,NULL,97089,4,NULL,NULL,NULL,NULL,NULL,NULL,1997,1,NULL,51387,69975,2016,18588,733.5,NULL,NULL,61110052022020
599,17126212,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1980,1980,1980,NULL,NULL,1980,NULL,6111,1,2,2,666,NULL,NULL,34248246,-119045209,22327,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110052.022015005,51239,2061,NULL,97089,5,NULL,NULL,NULL,NULL,234,NULL,1976,1,NULL,165000,627000,2016,462000,6679,NULL,NULL,61110052022015
600,17126265,NULL,NULL,NULL,1.5,2,NULL,NULL,1.5,NULL,1560,1560,1560,NULL,NULL,1560,NULL,6111,1,1,2,441,NULL,NULL,34250788,-119040824,66676,1,576,NULL,NULL,1,1110,261,NULL,61110052.022015005,51239,2061,NULL,97089,6,NULL,1,NULL,NULL,441,NULL,1961,1,NULL,75143,106171,2016,31028,1229.16,NULL,NULL,61110052022015
601,17126991,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,962,1496,1496,NULL,NULL,962,NULL,6111,NULL,2,1,0,NULL,NULL,34223829,-119072641,3920,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110052.052027,51239,2061,NULL,97089,6,NULL,NULL,NULL,NULL,NULL,NULL,1975,2,NULL,122337,350260,2016,227923,3786.48,NULL,NULL,61110052052027
602,17127280,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1316,1316,1316,NULL,NULL,1316,NULL,6111,1,2,2,462,NULL,NULL,34234795,-119053671,7952,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110052.032023996,51239,2061,NULL,97089,6,NULL,NULL,NULL,NULL,NULL,NULL,1961,1,NULL,231196,462392,2016,231196,4999.76,NULL,NULL,61110052032024
603,17128017,NULL,NULL,NULL,3,4,NULL,NULL,3,66,1316,2217,2217,NULL,NULL,1316,NULL,6111,1,3,2,650,NULL,NULL,34237927,-119059648,9455,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110052.041015,51239,2061,NULL,97089,7,NULL,NULL,NULL,NULL,360,NULL,1990,2,NULL,297574,495954,2016,198380,5434.64,NULL,NULL,61110052041015
604,17128728,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1058,1058,1058,NULL,NULL,1058,NULL,6111,NULL,2,1,0,NULL,NULL,34215717,-118996641,4180,NULL,NULL,NULL,NULL,NULL,1128,265,NULL,61110053.042013,51239,2061,NULL,97091,5,NULL,NULL,NULL,NULL,120,NULL,1978,1,NULL,216425,360363,2016,143938,3893.84,NULL,NULL,61110053042013
605,17129139,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1328,1328,1328,NULL,NULL,1328,NULL,6111,1,2,2,441,NULL,NULL,34217515,-118999265,4494,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110053.04300799,51239,2061,NULL,97091,6,NULL,NULL,NULL,NULL,180,NULL,1989,1,NULL,194744,324572,2016,129828,3450.8,NULL,NULL,61110053043008
606,17129305,NULL,NULL,NULL,2,2,NULL,NULL,2,NULL,NULL,1464,NULL,1464,NULL,NULL,NULL,6111,NULL,2,2,0,NULL,NULL,34224075,-119011603,4425,NULL,NULL,NULL,NULL,NULL,1117,275,NULL,61110053.031049,51239,2061,NULL,97091,4,NULL,NULL,NULL,NULL,567,NULL,1979,NULL,NULL,25878,263765,2016,237887,2786.48,NULL,NULL,61110053031049
607,17129405,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1536,NULL,1536,NULL,NULL,NULL,6111,NULL,NULL,NULL,NULL,NULL,NULL,34224932,-119012897,4245,NULL,NULL,NULL,NULL,NULL,1117,275,NULL,61110053.031045996,51239,2061,NULL,97091,0,NULL,NULL,NULL,NULL,NULL,NULL,1978,NULL,NULL,27751,239181,2016,211430,2525.22,NULL,NULL,61110053031046
608,17130664,NULL,NULL,NULL,1.5,3,NULL,NULL,1.5,NULL,2027,2027,2027,NULL,NULL,2027,NULL,6111,NULL,1,2,484,NULL,NULL,34260199,-118999925,11300,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110052.021006,34037,2061,NULL,97119,6,NULL,1,NULL,NULL,220,NULL,1964,1,NULL,93283,342862,2016,249579,3646.14,NULL,NULL,61110052021006
609,17130809,NULL,NULL,NULL,1,4,NULL,NULL,1,NULL,998,998,998,NULL,NULL,998,NULL,6111,NULL,1,NULL,NULL,NULL,NULL,34219641,-119035802,4500,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110054.031027004,51239,2061,NULL,97089,6,NULL,NULL,NULL,NULL,NULL,NULL,1940,1,NULL,15528,21704,2016,6176,232.22,NULL,NULL,61110054031027
610,17131342,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,2040,2040,NULL,NULL,NULL,NULL,6111,NULL,NULL,NULL,NULL,NULL,NULL,34215996,-119041025,7500,NULL,NULL,NULL,NULL,NULL,1210,246,NULL,61110056.001004,51239,2061,NULL,97089,0,NULL,NULL,NULL,2,NULL,NULL,1977,NULL,NULL,130824,265697,2016,134873,2927.62,NULL,NULL,61110056001004
611,17132819,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1344,1344,1344,NULL,NULL,1344,NULL,6111,NULL,2,2,418,NULL,NULL,34223914,-119068543,7200,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110055.031011,51239,2061,NULL,97089,5,NULL,NULL,NULL,NULL,434,NULL,1957,1,NULL,171000,493000,2016,322000,5327.72,NULL,NULL,61110055031011
612,17132911,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1772,1772,1772,NULL,NULL,1772,NULL,6111,1,2,2,467,NULL,NULL,34226842,-119059815,8059,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110055.03201,51239,2061,NULL,97089,6,NULL,NULL,NULL,NULL,1045,NULL,1978,1,NULL,202000,575000,2016,373000,6128.34,NULL,NULL,61110055032010
613,17133783,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1386,1386,1386,NULL,NULL,1386,NULL,6111,1,2,2,441,NULL,NULL,34231691,-119043718,8751,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110055.04200699,51239,2061,NULL,97089,6,NULL,NULL,NULL,NULL,120,NULL,1961,1,NULL,214600,357662,2016,143062,3820.52,NULL,NULL,61110055042007
614,17133806,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1386,1386,1386,NULL,NULL,1386,NULL,6111,1,2,2,441,NULL,NULL,34231058,-119044833,8240,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110055.04200601,51239,2061,NULL,97089,6,NULL,NULL,NULL,NULL,NULL,NULL,1961,1,NULL,219911,439822,2016,219911,4766.2,NULL,NULL,61110055042006
615,17133943,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1499,1864,1864,NULL,NULL,1499,NULL,6111,1,2,2,484,NULL,NULL,34228629,-119040515,9100,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110055.042011,51239,2061,NULL,97089,7,NULL,NULL,NULL,NULL,NULL,NULL,1965,1,NULL,184485,295560,2016,111075,3160.62,NULL,NULL,61110055042011
